dataset_name,model_name,run_num,performance,time_used,higher_is_better
europeanflooddepth,auto2ml_noext+env,1,0.58333,335,True
fiqabeir,auto2ml_noext+env,1,,,True
gnad10,auto2ml_noext+env,1,0.88321,714,True
ham10000,auto2ml_noext+env,1,0.67106,6045,True
hateful_meme,auto2ml_noext+env,1,0.38197,3521,True
isic2017,auto2ml_noext+env,1,,,True
kick_starter_funding,auto2ml_noext+env,1,0.44183,797,True
memotion,auto2ml_noext+env,1,,,True
mldoc,auto2ml_noext+env,1,0.96116,1524,True
nn5_daily_without_missing,auto2ml_noext+env,1,,,False
petfinder,auto2ml_noext+env,1,0.35675,338,True
road_segmentation,auto2ml_noext+env,1,,,True
rvl_cdip,auto2ml_noext+env,1,0.88617,4829,True
solar_10_minutes,auto2ml_noext+env,1,,,False
women_clothing_review,auto2ml_noext+env,1,0.6174,225,True
yolanda,auto2ml_noext+env,1,8.89237,290,False
airbnb_melbourne,dsa_zeroshot,3,0.3136983543154965,16,True
bioresponse,dsa_zeroshot,3,0.7934906520747834,4,True
cd18,dsa_zeroshot,3,-1.6150263681370132,3,True
electricity_hourly,dsa_zeroshot,3,11.661700401096942,10,False
petfinder,dsa_zeroshot,3,0.2070558719514104,12,True
abalone,dsa_zeroshot,3,,,False
airlines,dsa_zeroshot,3,,,True
camo_sem_seg,dsa_zeroshot,3,,,True
climate_fever,dsa_zeroshot,3,,,True
covertype,dsa_zeroshot,3,,,True
europeanflooddepth,dsa_zeroshot,3,,,True
fiqabeir,dsa_zeroshot,3,,,True
gnad10,dsa_zeroshot,3,,,True
ham10000,dsa_zeroshot,3,,,True
hateful_meme,dsa_zeroshot,3,,,True
isic2017,dsa_zeroshot,3,,,True
kick_starter_funding,dsa_zeroshot,3,,,True
memotion,dsa_zeroshot,3,,,True
mldoc,dsa_zeroshot,3,,,True
nn5_daily_without_missing,dsa_zeroshot,3,,,False
road_segmentation,dsa_zeroshot,3,,,True
rvl_cdip,dsa_zeroshot,3,,,True
solar_10_minutes,dsa_zeroshot,3,,,False
women_clothing_review,dsa_zeroshot,3,0.3528475784478883,18,True
yolanda,dsa_zeroshot,3,,,False
abalone,dsa_zeroshot,2,,,False
airbnb_melbourne,dsa_zeroshot,2,,,True
airlines,dsa_zeroshot,2,,,True
bioresponse,dsa_zeroshot,2,,,True
camo_sem_seg,dsa_zeroshot,2,,,True
cd18,dsa_zeroshot,2,,,True
climate_fever,dsa_zeroshot,2,,,True
covertype,dsa_zeroshot,2,,,True
electricity_hourly,dsa_zeroshot,2,,,False
europeanflooddepth,dsa_zeroshot,2,,,True
fiqabeir,dsa_zeroshot,2,,,True
gnad10,dsa_zeroshot,2,0.90261966372553,304,True
ham10000,dsa_zeroshot,2,,,True
hateful_meme,dsa_zeroshot,2,,,True
isic2017,dsa_zeroshot,2,,,True
kick_starter_funding,dsa_zeroshot,2,,,True
memotion,dsa_zeroshot,2,,,True
mldoc,dsa_zeroshot,2,,,True
nn5_daily_without_missing,dsa_zeroshot,2,,,False
petfinder,dsa_zeroshot,2,0.21396003661628,8,True
road_segmentation,dsa_zeroshot,2,,,True
rvl_cdip,dsa_zeroshot,2,,,True
solar_10_minutes,dsa_zeroshot,2,,,False
women_clothing_review,dsa_zeroshot,2,,,True
yolanda,dsa_zeroshot,2,,,False
abalone,auto2ml_noepi,2,2.119769515075539,107,False
airbnb_melbourne,auto2ml_noepi,2,0.4151669676460332,901,True
airlines,auto2ml_noepi,2,0.6575935969522474,406,True
bioresponse,auto2ml_noepi,2,0.8012995896032832,174,True
camo_sem_seg,auto2ml_noepi,2,0.8349356904420479,4304,True
cd18,auto2ml_noepi,2,0.4947390462316753,494,True
climate_fever,auto2ml_noepi,2,0.4762649294245389,3001,True
covertype,auto2ml_noepi,2,0.97605988551153,1924,True
electricity_hourly,auto2ml_noepi,2,1.395576733254012,1012,False
europeanflooddepth,auto2ml_noepi,2,0.6804597701149425,541,True
fiqabeir,auto2ml_noepi,2,0.4935874011105491,219,True
gnad10,auto2ml_noepi,2,0.8370921031697727,745,True
ham10000,auto2ml_noepi,2,0.5554920637414477,752,True
hateful_meme,auto2ml_noepi,2,0.586756077116513,653,True
isic2017,auto2ml_noepi,2,,,True
kick_starter_funding,auto2ml_noepi,2,0.4375178181127055,742,True
memotion,auto2ml_noepi,2,0.5072368421052632,2696,True
mldoc,auto2ml_noepi,2,0.9477617009942438,2970,True
nn5_daily_without_missing,auto2ml_noepi,2,0.7638840042934528,201,False
petfinder,auto2ml_noepi,2,0.3872274895046583,743,True
road_segmentation,auto2ml_noepi,2,0.5968362388082141,2047,True
rvl_cdip,auto2ml_noepi,2,,,True
solar_10_minutes,auto2ml_noepi,2,,,False
women_clothing_review,auto2ml_noepi,2,0.6571611966654569,590,True
yolanda,auto2ml_noepi,2,8.533146214219686,1983,False
abalone,auto2ml_noext+env,3,2.158005469805887,290,False
airlines,auto2ml_noext+env,3,0.6442861171504781,160,True
bioresponse,auto2ml_noext+env,3,0.8012995896032832,145,True
cd18,auto2ml_noext+env,3,0.0783473058910552,277,True
climate_fever,auto2ml_noext+env,3,0.2531921824104227,2808,True
electricity_hourly,auto2ml_noext+env,3,1.7549236854146746,10422,False
europeanflooddepth,auto2ml_noext+env,3,0.4964539007092198,843,True
gnad10,auto2ml_noext+env,3,0.8726703921820085,184,True
hateful_meme,auto2ml_noext+env,3,0.3097893432465923,638,True
kick_starter_funding,auto2ml_noext+env,3,0.3025358324145534,438,True
memotion,auto2ml_noext+env,3,0.998512585812357,1695,True
nn5_daily_without_missing,auto2ml_noext+env,3,0.8232869298950075,165,False
petfinder,auto2ml_noext+env,3,0.3928554712904371,3340,True
road_segmentation,auto2ml_noext+env,3,0.1788308741101635,3866,True
rvl_cdip,auto2ml_noext+env,3,,,True
yolanda,auto2ml_noext+env,3,8.973703248937976,338,False
airbnb_melbourne,auto2ml_noext+env,3,,,True
camo_sem_seg,auto2ml_noext+env,3,,,True
covertype,auto2ml_noext+env,3,,,True
fiqabeir,auto2ml_noext+env,3,,,True
ham10000,auto2ml_noext+env,3,,,True
isic2017,auto2ml_noext+env,3,,,True
mldoc,auto2ml_noext+env,3,,,True
solar_10_minutes,auto2ml_noext+env,3,,,False
women_clothing_review,auto2ml_noext+env,3,0.6971032046391039,809,True
abalone,aide_+ext,3,2.23046,469,False
airbnb_melbourne,aide_+ext,3,0.36296,329,True
airlines,aide_+ext,3,0.64284,155,True
bioresponse,aide_+ext,3,,,True
camo_sem_seg,aide_+ext,3,,,True
cd18,aide_+ext,3,-0.33546,113,True
climate_fever,aide_+ext,3,,,True
covertype,aide_+ext,3,0.86009,182,True
electricity_hourly,aide_+ext,3,,,False
europeanflooddepth,aide_+ext,3,0.65877,1654,True
fiqabeir,aide_+ext,3,,,True
gnad10,aide_+ext,3,0.58457,309,True
ham10000,aide_+ext,3,0.84738,8672,True
hateful_meme,aide_+ext,3,0.44169,637,True
isic2017,aide_+ext,3,,,True
kick_starter_funding,aide_+ext,3,,,True
memotion,aide_+ext,3,,,True
mldoc,aide_+ext,3,0.92494,195,True
nn5_daily_without_missing,aide_+ext,3,,,False
petfinder,aide_+ext,3,0.38964,171,True
road_segmentation,aide_+ext,3,,,True
rvl_cdip,aide_+ext,3,,,True
solar_10_minutes,aide_+ext,3,,,False
women_clothing_review,aide_+ext,3,,,True
yolanda,aide_+ext,3,9.03249,172,False
abalone,auto2ml_noext+env,2,2.1957,352,False
airbnb_melbourne,auto2ml_noext+env,2,0.08723,797,True
airlines,auto2ml_noext+env,2,0.61806,234,True
bioresponse,auto2ml_noext+env,2,0.79976,333,True
camo_sem_seg,auto2ml_noext+env,2,0.46412,813,True
cd18,auto2ml_noext+env,2,-4.14541,2934,True
climate_fever,auto2ml_noext+env,2,0.23054,849,True
covertype,auto2ml_noext+env,2,0.87599,120,True
electricity_hourly,auto2ml_noext+env,2,,,False
europeanflooddepth,auto2ml_noext+env,2,0.7069,347,True
fiqabeir,auto2ml_noext+env,2,0.22496,4573,True
gnad10,auto2ml_noext+env,2,0.87194,219,True
ham10000,auto2ml_noext+env,2,,,True
hateful_meme,auto2ml_noext+env,2,,,True
isic2017,auto2ml_noext+env,2,,,True
kick_starter_funding,auto2ml_noext+env,2,0.33486,522,True
memotion,auto2ml_noext+env,2,0.65549,4394,True
mldoc,auto2ml_noext+env,2,0.92837,872,True
nn5_daily_without_missing,auto2ml_noext+env,2,1.45867,8994,False
petfinder,auto2ml_noext+env,2,0.38516,1803,True
road_segmentation,auto2ml_noext+env,2,0.44351,10253,True
rvl_cdip,auto2ml_noext+env,2,,,True
solar_10_minutes,auto2ml_noext+env,2,,,False
women_clothing_review,auto2ml_noext+env,2,0.65875,390,True
yolanda,auto2ml_noext+env,2,8.93118,307,False
abalone,ak_def,2,,,False
airbnb_melbourne,ak_def,2,0.3141169225031516,2409,True
airlines,ak_def,2,,,True
bioresponse,ak_def,2,,,True
camo_sem_seg,ak_def,2,,,True
cd18,ak_def,2,,,True
climate_fever,ak_def,2,,,True
covertype,ak_def,2,0.9410492930061476,9284,True
electricity_hourly,ak_def,2,,,False
europeanflooddepth,ak_def,2,,,True
fiqabeir,ak_def,2,,,True
gnad10,ak_def,2,0.1051878090050108,11281,True
ham10000,ak_def,2,,,True
hateful_meme,ak_def,2,0.38204833141542,1945,True
isic2017,ak_def,2,,,True
kick_starter_funding,ak_def,2,,,True
memotion,ak_def,2,,,True
mldoc,ak_def,2,,,True
nn5_daily_without_missing,ak_def,2,,,False
petfinder,ak_def,2,,,True
road_segmentation,ak_def,2,,,True
rvl_cdip,ak_def,2,,,True
solar_10_minutes,ak_def,2,,,False
women_clothing_review,ak_def,2,,,True
yolanda,ak_def,2,,,False
abalone,ak_def,3,,,False
airbnb_melbourne,ak_def,3,0.3827246414044368,1165,True
airlines,ak_def,3,,,True
bioresponse,ak_def,3,,,True
camo_sem_seg,ak_def,3,,,True
cd18,ak_def,3,,,True
climate_fever,ak_def,3,,,True
covertype,ak_def,3,,,True
electricity_hourly,ak_def,3,,,False
europeanflooddepth,ak_def,3,0.5826972010178118,2017,True
fiqabeir,ak_def,3,,,True
gnad10,ak_def,3,,,True
ham10000,ak_def,3,,,True
hateful_meme,ak_def,3,,,True
isic2017,ak_def,3,,,True
kick_starter_funding,ak_def,3,0.2367758186397985,2935,True
memotion,ak_def,3,,,True
mldoc,ak_def,3,,,True
nn5_daily_without_missing,ak_def,3,,,False
petfinder,ak_def,3,,,True
road_segmentation,ak_def,3,,,True
rvl_cdip,ak_def,3,,,True
solar_10_minutes,ak_def,3,,,False
women_clothing_review,ak_def,3,,,True
yolanda,ak_def,3,,,False
